source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
sloreporter.com,right-center,mixed,usa,website,minimal traffic,low credibility
sohu.com,left-center,mixed,china,website,high traffic,low credibility
solanosun.com,right-center,mixed,usa,website,minimal traffic,low credibility
southalamedanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southatlantanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southbayleader.com,right-center,mixed,usa,website,minimal traffic,low credibility
southbaysdnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southbendtimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southalabamatimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southbrowardnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southcentralreporter.com,right-center,mixed,usa,website,minimal traffic,low credibility
southcooknews.com,right-center,mixed,usa,website,minimal traffic,low credibility
silnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southernindianatoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
southdsmnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southgeorgiatimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southgwinnettnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southhennepinnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southindynews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southiowanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southjeffconews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southkentnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southlaketoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
southlouisiananews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southmainenews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southmianews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southmichigannews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southnewcastlenews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southorlandonews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southpalmbeachtoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
southpinellastimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southsactoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
southsfbaynews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southsgvnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swillinoisnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southwichitanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
springfieldcitywire.com,right-center,mixed,usa,website,minimal traffic,low credibility
springstimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
sputniknews.com,right-center,low,russia,news agency,high traffic,low credibility
snanews.de,right-center,low,russia,news agency,medium traffic,low credibility
stjoebentonharbor.com,right-center,mixed,usa,website,minimal traffic,low credibility
stpetestandard.com,right-center,mixed,usa,website,minimal traffic,low credibility
stateofthenation.co,right,low,usa,website,medium traffic,low credibility
stcloudsun.com,right-center,mixed,usa,website,minimal traffic,low credibility
steadfastclash.com,right,mixed,usa,website,minimal traffic,low credibility
steadfastdaily.com,right,mixed,usa,website,minimal traffic,low credibility
stoppingsocialism.com,right,mixed,usa,organization/foundation,minimal traffic,low credibility
stpaulreporter.com,right-center,mixed,usa,website,minimal traffic,low credibility
southbirminghamtimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southfultontoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
southoctimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
southpimanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
southsfvtoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
stclairtoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
strategic-culture.org,right,low,russia,website,medium traffic,low credibility
trumpstudents.org,right,mixed,usa,organization/foundation,minimal traffic,low credibility
sturgiscoldwaternews.com,right-center,mixed,usa,website,minimal traffic,low credibility
sunflowerstatenews.com,right-center,mixed,usa,website,minimal traffic,low credibility
sunshinesentinel.com,right-center,mixed,usa,website,minimal traffic,low credibility
sussexreview.com,right-center,mixed,usa,website,minimal traffic,low credibility
swalaskanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swarizonanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swarkansastimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
swbluegrassnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swcoloradonews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swconnnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swgeorgianews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swindiananews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swiowatimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
swkansasnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swlouisiananews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swminnesotatoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
swmissnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swriversidenews.com,right-center,mixed,usa,website,minimal traffic,low credibility
swvalleytimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
syriana-analysis.com,left,mixed,germany,website,minimal traffic,low credibility
tallahasseesun.com,right-center,mixed,usa,website,minimal traffic,low credibility
tamparepublic.com,right-center,mixed,usa,website,minimal traffic,low credibility
tbdailynews.com,right,mixed,usa,website,medium traffic,low credibility
techstartups.com,right-center,mixed,usa,website,medium traffic,low credibility
thebeardedpatriot.com,right,low,usa,website,minimal traffic,low credibility
thebeltwayreport.com,right,mixed,usa,website,minimal traffic,low credibility
thebl.com,right,mixed,usa,website,minimal traffic,low credibility
theblaze.com,right,mixed,usa,tv station,high traffic,low credibility
thebluestateconservative.com,right,low,usa,website,medium traffic,low credibility
theconservativecentral.com,right,low,unknown,website,minimal traffic,low credibility
conservativepapers.com,right,mixed,usa,website,minimal traffic,low credibility
thecovidworld.com,right,low,usa,website,minimal traffic,low credibility
thecountersignal.com,right,mixed,canada,website,medium traffic,low credibility
dailyboulder.com,left,mixed,usa,website,minimal traffic,low credibility
thedcpatriot.com,right,low,usa,website,medium traffic,low credibility
thedesertreview.com,right-center,mixed,usa,newspaper,medium traffic,low credibility
theduran.com,right,low,cyprus,website,medium traffic,low credibility
theepochtimes.com,right,mixed,usa,newspaper,high traffic,low credibility
thefederalist.com,right,mixed,usa,website,high traffic,low credibility
thefreedomtimes.com,right,low,usa,website,minimal traffic,low credibility
thegatewaypundit.com,right,low,usa,website,high traffic,low credibility
thejeffreylord.com,right,mixed,usa,website,minimal traffic,low credibility
thejewishvoice.com,right,mixed,usa,newspaper,medium traffic,low credibility
joerogan.com,right-center,mixed,usa,website/podcast,high traffic,low credibility
thelibertyloft.com,right,mixed,usa,website,medium traffic,low credibility
thelibertyrevolution.com,right,low,usa,website,medium traffic,low credibility
michiganindependent.com,left,mixed,usa,website,minimal traffic,low credibility
thenationalpulse.com,right,mixed,usa,website,medium traffic,low credibility
ohioindependent.com,left,mixed,usa,website,minimal traffic,low credibility
theohiostar.com,right,mixed,usa,website,minimal traffic,low credibility
other98.com,left,low,usa,organization/foundation,medium traffic,low credibility
thepatriotnation.net,right,low,usa,website,medium traffic,low credibility
thepostemail.com,right,mixed,usa,website,minimal traffic,low credibility
theproudliberal.org,left,mixed,usa,website,minimal traffic,low credibility
theragingpatriot.org,right,low,usa,website,minimal traffic,low credibility
rebelnews.com,right,mixed,canada,website,medium traffic,low credibility
thereligionofpeace.com,right,low,usa,website,minimal traffic,low credibility
remnantnewspaper.com,right,low,usa,newspaper,minimal traffic,low credibility
rfangle.com,right,mixed,usa,organization/foundation,minimal traffic,low credibility
theregionnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
therightscoop.com,right,mixed,canada,website,medium traffic,low credibility
therightstuff.biz,right,low,usa,website,medium traffic,low credibility
sciencetimes.com,right-center,mixed,usa,website,medium traffic,low credibility
thescoop.us,right,mixed,usa,website,minimal traffic,low credibility
sonsoflibertymedia.com,right,low,usa,website – organization/foundation,minimal traffic,low credibility
thespectator.info,right,low,usa,website,minimal traffic,low credibility
tennesseestar.com,right,mixed,usa,website,minimal traffic,low credibility
tehrantimes.com,right,mixed,iran,newspaper,high traffic,low credibility
thetruedefender.com,right,low,usa,website,medium traffic,low credibility
thetruereporter.com,right,low,usa,website,medium traffic,low credibility
unz.com,right,low,usa,website,medium traffic,low credibility
warrensun.com,right-center,mixed,usa,website,minimal traffic,low credibility
wisconsinindependent.com,left,mixed,usa,website,minimal traffic,low credibility
thumbreporter.com,right-center,mixed,usa,website,minimal traffic,low credibility
toddstarnes.com,right,mixed,usa,website,medium traffic,low credibility
toofab.com,left,mixed,usa,website,high traffic,low credibility
topekasun.com,right-center,mixed,usa,website,minimal traffic,low credibility
townhall.com,right,mixed,usa,website,high traffic,low credibility
tplnews.com,left,mixed,usa,website,minimal traffic,low credibility
treasurecoastsun.com,right-center,mixed,usa,website,minimal traffic,low credibility
treasurevalleytimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
trendingpoliticsnews.com,right,mixed,usa,website,medium traffic,low credibility
tricitysun.com,right-center,mixed,usa,website,minimal traffic,low credibility
trump.news,right,low,usa,website,minimal traffic,low credibility
trumptrainnews.com,right,mixed,usa,website,medium traffic,low credibility
truthandaction.org,right,low,usa,website,minimal traffic,low credibility
truthinmedia.com,right,low,usa,website,minimal traffic,low credibility
truthpress.com,right,low,usa,website,medium traffic,low credibility
tucsonstandard.com,right-center,mixed,usa,website,minimal traffic,low credibility
tularetimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
tpusa.com,right,low,usa,organization/foundation,minimal traffic,low credibility
tuscaloosaleader.com,right-center,mixed,usa,website,minimal traffic,low credibility
uncoverdc.com,right,low,usa,website,medium traffic,low credibility
understandingthethreat.com,right,low,usa,organization/foundation,minimal traffic,low credibility
uniteamericafirst.com,right,low,usa,website,minimal traffic,low credibility
unitynewsnetwork.co.uk,right,mixed,united kingdom,website,minimal traffic,low credibility
unmuzzlednews.com,right,mixed,usa,website,medium traffic,low credibility
upgazette.com,right-center,mixed,usa,website,minimal traffic,low credibility
upperdeltanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
usbacklash.org,right,low,usa,website,minimal traffic,low credibility
usareally.com,right,low,russia,website,minimal traffic,low credibility
usasupreme.com,right,low,unknown,website,minimal traffic,low credibility
ussanews.com,right,low,usa,website,medium traffic,low credibility
vancouvertimes.org,right,mixed,canada,website,medium traffic,low credibility
patriotfront.us,right,low,usa,organization/foundation,minimal traffic,low credibility
vdare.com,right,low,usa,organization/foundation,medium traffic,low credibility
verdugosnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
victorvalleytimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
vidmax.com,right,low,cyprus,website,medium traffic,low credibility
thevirginiastar.com,right,mixed,usa,website,minimal traffic,low credibility
visiontimes.com,right,mixed,usa,website,medium traffic,low credibility
wallbuilders.com,right,low,usa,organization/foundation,minimal traffic,low credibility
waronfakes.com,right,low,russia,website,minimal traffic,low credibility
warnerrobinstoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
warroom.org,right,low,usa,website,medium traffic,low credibility
washingtonsources.org,left-center,mixed,usa,website,minimal traffic,low credibility
washingtontimes.com,right-center,mixed,usa,newspaper,high traffic,low credibility
waterfordtoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
waterlootimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
waynedupree.com,right,low,usa,website,medium traffic,low credibility
wcgeorgianews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wcindiananews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wciowanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wcminnesotanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wcmissnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
weibo.com,left,mixed,china,website,high traffic,low credibility
westatlantanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wethepeopledaily.com,right,low,usa,website,minimal traffic,low credibility
westbanklanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wcalabamanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
wcmichigannews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westcentralreporter.com,right-center,mixed,usa,website,minimal traffic,low credibility
westcontracostanews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westcooknews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westdsmnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westeldoradonews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westernwaynetoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
westflnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westhillsboroughnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westindynews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westernjournal.com,right,mixed,usa,website,minimal traffic,low credibility
westlatimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
westmassnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westoctimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
westpennyroyalnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westsbvtimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
westsfvtoday.com,right-center,mixed,usa,website,minimal traffic,low credibility
westsgvnews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westtwincities.com,right-center,mixed,usa,website,minimal traffic,low credibility
westventuranews.com,right-center,mixed,usa,website,minimal traffic,low credibility
westvolusianews.com,right-center,mixed,usa,website,minimal traffic,low credibility
whatfinger.com,right,low,usa,website,medium traffic,low credibility
wichitastandard.com,right-center,mixed,usa,website,minimal traffic,low credibility
willcountygazette.com,right-center,mixed,usa,website,minimal traffic,low credibility
winecountrytimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
wiregrasstimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
wisconsinlaketimes.com,left-center,mixed,usa,website,minimal traffic,low credibility
thepublicdiscourse.com,right,low,usa,organization/foundation,minimal traffic,low credibility
wndnewscenter.org,right,low,usa,organization/foundation,minimal traffic,low credibility
womenarehuman.com,right,mixed,usa,website,minimal traffic,low credibility
wnd.com,right,low,usa,website,medium traffic,low credibility
wn.com,neutral,mixed,usa,website,minimal traffic,low credibility
worldstarhiphop.com,left,mixed,usa,website,high traffic,low credibility
worldtribune.com,right,low,usa,website,minimal traffic,low credibility
wyandottetimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
news.cn,left,mixed,china,news agency,high traffic,low credibility
xinhuanet.com,left,mixed,china,news agency,high traffic,low credibility
yavapainews.com,right-center,mixed,usa,website,minimal traffic,low credibility
yellowhammertimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
yaliberty.org,right,low,usa,organization/foundation,minimal traffic,low credibility
yc.news,right,mixed,usa,website,minimal traffic,low credibility
yournews.com,right,mixed,usa,website,medium traffic,low credibility
yubasuttertimes.com,right-center,mixed,usa,website,minimal traffic,low credibility
z3news.com,right,low,usa,website,minimal traffic,low credibility
airspacemag.com,neutral,high,usa,magazine,medium traffic,high credibility
cornell.edu,neutral,high,usa,organization/foundation,high traffic,high credibility
aap.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
aaas.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
cancer.org,neutral,high,usa,organization/foundation,high traffic,high credibility
agu.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
ajaonline.org,neutral,high,usa,journal,minimal traffic,high credibility
aphapublications.org,neutral,high,usa,journal,medium traffic,high credibility
lung.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
ama-assn.org,neutral,high,usa,organization/foundation,high traffic,high credibility
aps.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
psychiatry.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
apsa.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
americanscientist.org,neutral,high,usa,magazine,medium traffic,high credibility
archaeology.org,neutral,high,usa,magazine,medium traffic,high credibility
astronomy.com,neutral,high,usa,magazine,medium traffic,high credibility
skeptics.com.au,neutral,high,australia,website,minimal traffic,high credibility
autisticadvocacy.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
sciencefocus.com,neutral,high,united kingdom,magazine,medium traffic,high credibility
biomedcentral.com,neutral,high,united kingdom,organization/foundation,medium traffic,high credibility
biospace.com,neutral,mixed,usa,website,medium traffic,high credibility
bio.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
carbonbrief.org,left-center,high,united kingdom,website,medium traffic,high credibility
cdc.gov,neutral,high,usa,organization/foundation,high traffic,high credibility
climateactiontracker.org,neutral,high,germany,organization/foundation,medium traffic,high credibility
climatecentral.org,neutral,high,usa,website,medium traffic,high credibility
climatefeedback.org,neutral,high,france,organization/foundation,medium traffic,high credibility
climatesciencewatch.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
cochrane.org,neutral,high,united kingdom,organization/foundation,high traffic,high credibility
consumerlab.com,neutral,high,usa,website,medium traffic,high credibility
contagionlive.com,neutral,high,usa,journal,medium traffic,high credibility
cosmosmagazine.com,neutral,high,australia,magazine,medium traffic,high credibility
covid.gov,neutral,high,usa,organization/foundation,high traffic,high credibility
disabilityscoop.com,neutral,high,usa,website,minimal traffic,high credibility
discovermagazine.com,neutral,high,usa,magazine,medium traffic,high credibility
drugs.com,neutral,high,new zealand,website,high traffic,high credibility
earthsky.org,neutral,high,usa,website,medium traffic,high credibility
britannica.com,neutral,high,usa,website,high traffic,high credibility
eurekalert.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
everydayhealth.com,neutral,high,usa,website,high traffic,high credibility
fas.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
frontiersin.org,neutral,mixed,switzerland,journals,high traffic,high credibility
futurism.com,neutral,mixed,usa,website,medium traffic,high credibility
genengnews.com,neutral,high,usa,website,medium traffic,high credibility
geneticliteracyproject.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
healio.com,neutral,high,usa,website,medium traffic,high credibility
healthaffairs.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
healthline.com,neutral,mixed,usa,website,high traffic,high credibility
ieee.org,neutral,high,usa,organization/foundation,high traffic,high credibility
healthdata.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
issues.org,neutral,high,usa,journal,minimal traffic,high credibility
hopkinsmedicine.org,neutral,high,usa,organization/foundation,high traffic,high credibility
livescience.com,neutral,high,usa,website,high traffic,high credibility
mdpi.com,neutral,mixed,switzerland,journal,minimal traffic,medium credibility
medicalnewstoday.com,neutral,high,united kingdom,website,high traffic,high credibility
medpagetoday.com,neutral,high,usa,website,mediumtraffic,high credibility
mentaldaily.com,neutral,high,usa,website,minimal traffic,high credibility
nationalgeographic.com,neutral,high,usa,magazine,high traffic,high credibility
nature.com,neutral,high,united kingdom,journal,high traffic,high credibility
newatlas.com,neutral,high,usa,website,high traffic,high credibility
nejm.org,neutral,high,usa,journal,high traffic,high credibility
news-medical.net,neutral,mixed,australia,website,high traffic,high credibility
paho.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
psychcentral.com,neutral,high,usa,website,high traffic,high credibility
psychologytoday.com,neutral,high,usa,magazine,high traffic,high credibility
psypost.org,neutral,high,usa,website,medium traffic,high credibility
nih.gov,neutral,high,usa,website/journal,high traffic,high credibility
researchgate.net,neutral,high,germany,website,high traffic,high credibility
resourcewatch.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
sciencedirect.com,neutral,high,netherlands,website,high traffic,high credibility
sciencefeedback.co,neutral,high,france,organization/foundation,minimal traffic,high credibility
scienceillustrated.com.au,neutral,high,australia,website/magazine,minimal traffic,high credibility
sciencealert.com,neutral,high,australia,website,high traffic,high credibility
scientificamerican.com,left-center,high,usa,magazine,high traffic,high credibility
scitechdaily.com,neutral,high,usa,website,high traffic,medium credibility
ucsd.edu,neutral,high,usa,organization/foundation,medium traffic,high credibility
singularityhub.com,neutral,high,usa,website,medium traffic,high credibility
aip.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
thelancet.com,neutral,high,united kingdom,journal,high traffic,high credibility
thelogicofscience.com,neutral,high,usa,website,minimal traffic,high credibility
the-scientist.com,neutral,high,usa,magazine,medium traffic,high credibility
skepdic.com,neutral,high,usa,website,minimal traffic,high credibility
blogspot.com,neutral,high,usa,website,minimal traffic,high credibility
unep.org,neutral,high,kenya,organization/foundation,medium traffic,high credibility
universetoday.com,neutral,high,canada,website,medium traffic,high credibility
ornl.gov,neutral,high,usa,website,medium traffic,high credibility
vaxopedia.org,neutral,high,usa,website,minimal traffic,high credibility
verywellhealth.com,neutral,high,usa,website,high traffic,high credibility
verywellfamily.com,neutral,high,usa,website,high traffic,high credibility
verywellfit.com,neutral,high,usa,website,high traffic,high credibility
webmd.com,neutral,high,usa,website,high traffic,high credibility
who.int,neutral,high,switzerland,organization/foundation,high traffic,high credibility
wmo.int,neutral,high,switzerland,organization/foundation,medium traffic,high credibility
zmescience.com,neutral,high,romania,website,medium traffic,high credibility
courier-tribune.com,neutral,high,usa (44/180 press freedom),website,minimal traffic,high credibility
cpac.ca,neutral,high,canada (14/180 press freedom),tv station,minimal traffic,high credibility
law.com,neutral,high,usa (44/180 press freedom),website,medium traffic,high credibility
federaltimes.com,neutral,high,usa (44/180 press freedom),website/magazine,minimal traffic,high credibility
healthcarefinancenews.com,neutral,high,usa (44/180 press freedom),website,minimal traffic,high credibility
iea.org,neutral,high,france (34/180 press freedom),organization/foundation,medium traffic,high credibility
knowyourmeme.com,neutral,high,usa (44/180 press freedom),website,high traffic,high credibility
leadstories.com,neutral,high,usa (44/180 press freedom),website,medium traffic,high credibility
memeorandum.com,neutral,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
military.com,neutral,high,usa (44/180 press freedom),website,high traffic,high credibility
militarytimes.com,neutral,high,usa (45/180 press freedom),newspaper,high traffic,high credibility
nber.org,neutral,high,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
followthemoney.org,neutral,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
nationmaster.com,neutral,high,australia (25/180 press freedom),website,medium traffic,high credibility
necn.com,neutral,high,usa (44/180 press freedom),tv station,medium traffic,high credibility
newslookup.com,neutral,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
nolabels.org,neutral,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
noozhawk.com,neutral,high,usa (44/180 press freedom),website,medium traffic,high credibility
patch.com,neutral,high,usa (44/180 press freedom),website,high traffic,high credibility
patheos.com,neutral,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
piie.com,neutral,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
placesjournal.org,neutral,high,usa (45/180 press freedom),organization/foundation,minimal traffic,high credibility
poynter.org,neutral,high,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
prnewswire.com,neutral,high,usa (44/180 press freedom),news agency,high traffic,high credibility
procon.org,neutral,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
rsf.org,neutral,high,france (34/180 press freedom),organization/foundation,medium traffic,high credibility
reporterslab.org,neutral,high,usa (45/180 press freedom),website,minimal traffic,high credibility
riverbender.com,neutral,high,usa (45/180 press freedom),website,medium traffic,high credibility
rollcall.com,neutral,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
sayfiereview.com,neutral,high,usa (44/180 press freedom),website,minimal traffic,high credibility
scotusblog.com,neutral,high,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
siouxcityjournal.com,left-center,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
smartnews.com,neutral,mixed,japan (67/180 press freedom),website,high traffic,medium credibility
southbendtribune.com,neutral,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
sun-sentinel.com,neutral,high,usa (44/180 press freedom),newspaper,high traffic,high credibility
swtimes.com,neutral,high,usa (44/180 press freedom),website,medium traffic,high credibility
stripes.com,neutral,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
statesmanjournal.com,neutral,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
texasstandard.org,neutral,high,usa (44/180 press freedom),radio station,medium traffic,high credibility
thecipherbrief.com,neutral,high,usa (44/180 press freedom),website,minimal traffic,high credibility
theconversation.com,neutral,high,australia (26/180 press freedom),website,high traffic,high credibility
defconwarningsystem.com,neutral,high,usa (44/180 press freedom),website,minimal traffic,high credibility
memepoliceman.com,neutral,mixed,usa (44/180 press freedom),website,minimal traffic,high credibility
newslit.org,neutral,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
waff.com,neutral,high,usa (44/180 press freedom),tv station,medium traffic,high credibility
wcjb.com,neutral,high,usa (44/180 press freedom),tv station,medium traffic,high credibility
americablog.com,left,high,usa,website,minimal traffic,high credibility
joebiden.com,left,mixed,usa (44/180 press freedom),website,medium traffic,high credibility
leftfootforward.org,left-center,mixed,united kingdom (44/180 press freedom),website,minimal traffic,medium credibility
leftvoice.org,left,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
libcom.org,left,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
liberationnews.org,left,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
mainebeacon.com,left,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
merryjane.com,left,mixed,usa (45/180 press freedom),website,medium traffic,medium credibility
miaminewtimes.com,left-center,high,usa (45/180 press freedom),newspaper,minimal traffic,high credibility
muncievoice.com,left,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
msmagazine.com,left,high,usa (44/180 press freedom),magazine,medium traffic,high credibility
nrdc.org,left,mixed,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
newstatesman.com,left-center,high,united kingdom (33/180 press freedom),magazine,medium traffic,high credibility
newsone.com,left,mixed,usa (44/180 press freedom),website,medium traffic,high credibility
opednews.com,left,mixed,usa (45/180 press freedom),website,minimal traffic,medium credibility
pfaw.org,left,mixed,usa (44/180 press freedom),organization/foundation,minimal traffic,medium credibility
people.com,left,high,usa (44/180 press freedom),magazine,high traffic,high credibility
projectcensored.org,left,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
queerty.com,left,high,usa (44/180 press freedom),website,medium traffic,high credibility
rsn.org,left,mixed,usa (44/180 press freedom),website,minimal traffic,low credibility
readingthepictures.org,left,mixed,usa (44/180 press freedom),organization/foundation,minimal traffic,medium credibility
refinery29.com,left,mixed,usa (45/180 press freedom),website,high traffic,high credibility
rightwingwatch.org,left,high,usa (44/180 press freedom),organization/foundation,medium traffic,high credibility
trofire.com,left,mixed,usa (44/180 press freedom),radio station/website,minimal traffic,medium credibility
scarymommy.com,left,mixed,usa (45/180 press freedom),website,medium traffic,medium credibility
shadowproof.com,left,high,usa (44/180 press freedom),website,minimal traffic,high credibility
smirkingchimp.com,left,mixed,usa (44/180 press freedom),website,medium traffic,medium credibility
stpete4peace.org,left,mixed,usa (45/180 press freedom),website,minimal traffic,medium credibility
advocate.com,left,high,usa (44/180 press freedom),magazine,medium traffic,high credibility
thebaffler.com,left,high,usa (44/180 press freedom),magazine,medium traffic,high credibility
theburningspear.com,left,high,usa (44/180 press freedom),newspaper,medium traffic,high credibility
climaterealityproject.org,left,mixed,usa (45/180 press freedom),organization/foundation,medium traffic,high credibility
dworkinreport.com,left,mixed,usa (45/180 press freedom),website,minimal traffic,medium credibility
thefloridasqueeze.com,left,mixed,usa (44/180 press freedom),website,minimal traffic,medium credibility
americanpublicmedia.org,left-center,high,usa (44/180 press freedom),organization/foundation,minimal traffic,high credibility
cleantechnica.com,left-center,high,usa (45/180 press freedom),website,medium traffic,high credibility
